x,y
2.9305174,-5.3424654
1.6532027,0.02925735
-0.5235307,1.4904155
-2.5812411,4.1294017
-2.0037572,7.1550536
5.6887975,-5.035613
0.050090607,3.6659167
-2.8521516,0.6616469
-6.5488524,-3.5815444
-3.0695205,-2.1551936
-1.6159923,-4.4547696
-1.3213563,-5.2048984
0.65867716,6.735546
-1.2155887,-1.2179788
-0.04008522,7.766182
2.5759668,-2.7750793
4.2154436,-5.2102175
-5.7434855,1.7772241
0.16898434,0.53494185
6.2961774,-0.37075356
1.4367533,-0.17674339
-2.6330206,7.319219
-1.8249555,0.47733536
4.2922425,6.4098296
4.932256,4.3838544
1.3172947,-0.148321
0.69799006,7.1081257
3.393834,-4.679888
-1.0505618,-3.3573554
3.5480082,-2.0171607
0.82240117,-0.554737
2.5457375,7.5021033
4.899218,-0.18972096
-4.641514,-5.458642
5.2878165,-2.3701258
-1.4868118,-1.8552952
-5.8578854,-4.5981617
-0.7958995,1.3711052
1.5336975,3.618332
4.964311,-0.34841833
5.7924995,-4.9335146
-5.0456195,2.8600013
-0.859564,7.4463124
3.8403487,-3.9625335
1.7230401,-2.6853426
-5.0110903,-3.4358494
-3.1551902,-1.9077924
-4.9071794,-3.5887814
0.19179134,7.742241
-4.9616494,-0.8927061
-5.0778055,1.4974519
-5.122777,-4.992418
-3.097264,0.8813577
-3.7018151,-3.0172038
3.7167487,-6.881905
-1.6530194,-4.78264
-1.2381465,3.7640803
2.2061222,7.9211893
0.42647925,6.9989457
-1.4425836,-1.9823247
2.8405347,-5.310806
0.16697986,3.4089792
-6.686988,-3.965246
-2.304023,7.728363
3.894035,-6.5418844
-0.29075587,-1.9948486
-6.3626366,-2.8456721
-2.2027771,5.7529316
-5.018215,-4.14181
1.9947137,7.7833157
-4.466134,1.4964862
0.5960481,0.19440052
0.34448308,-2.446887
-2.3760026,-2.5893326
-6.109016,1.4857618
-6.88173,-3.9244273
-4.7107067,-5.25304
-5.896687,-4.9505286
-3.5945232,2.5965106
3.9044635,-5.6268005
-1.7206273,0.48599118
3.7992632,-4.436632
-5.2296762,1.6601527
-6.336488,-2.368117
-6.466847,-2.8895783
-4.5072465,2.2490962
-1.4947982,4.4575458
-5.408039,3.0273528
-2.4443302,5.5026283
3.0595193,-2.3331378
3.193382,-0.2810302
-4.492433,-3.5977502
0.39430624,-5.628811
4.6479487,5.4967084
-1.820036,-5.8958306
0.3467976,3.824244
5.67002,-5.0085535
-2.3510513,-4.7609463
-1.8689117,-3.5193272
0.42883304,3.704453
-2.2743964,-1.7497731
-2.1331809,1.7197733
5.945982,-2.4630594
-3.7307804,-4.3257065
-5.5873914,-2.5794704
-6.0486274,-0.45432302
-6.2271056,-4.9624424
-5.3338084,-3.854919
0.72846794,8.054425
-6.2625446,-4.021462
3.6660159,3.0285168
-1.9399925,6.6122084
-2.387506,5.7073336
1.3479509,3.1190217
0.41764835,0.768464
-1.1449511,-3.916057
4.314055,-6.5383086
4.745212,0.8948118
0.59020525,-6.3256226
2.9765265,-1.9247677
-1.9956446,-1.9102229
-5.6721096,1.6074063
3.20164,-2.306835
2.5849235,-1.6291049
-1.5018507,3.365207
0.94720566,-6.281468
5.7335296,0.3061695
0.12823273,-4.9118466
0.42166975,-1.3319607
4.858293,-3.5316825
-2.19077,6.9357667
1.5004343,-2.9596837
5.071826,7.0522666
-5.8141046,-4.6708655
4.5574403,4.471241
-1.4605237,-2.0911174
5.1251245,-5.2578154
-2.8377054,-4.306658
-4.182839,-1.4238019
-7.0087442,-2.476455
-5.8320465,-4.1350374
-4.1200814,-0.14749523
-4.538681,-1.4291947
1.8775492,7.0036016
-3.9603844,-1.0319018
2.9029489,7.3979483
-3.2643745,-0.52863634
-1.795865,-0.5691839
3.9133976,-6.431818
-1.2864816,6.830589
-6.023378,2.0566106
3.3639443,2.6586142
5.210567,0.18345827
-1.0924544,-4.702363
3.5786557,5.5323477
-6.654832,-4.5299153
0.7640681,0.6462336
3.2292917,-0.14060347
4.4799542,4.8056335
0.86076826,-5.9966154
4.976688,5.983535
-5.441337,-4.996648
-1.7783989,-2.032502
1.7599801,5.447897
-5.438649,-5.512339
1.0924556,0.23754738
-1.5615908,-1.6362817
-1.3995285,-4.41563
0.05657545,-3.665705
1.5317898,-0.098103456
-0.00887736,-5.798058
-3.1388187,1.5259292
-1.8214039,-5.003409
3.5314198,4.416197
2.1449916,-2.1722991
2.2774303,-2.994011
2.2032962,-7.0776105
-1.6388899,-5.4740458
-5.2706847,-1.1072481
1.7685012,4.971579
-3.2825136,0.65464556
-2.3770742,-2.1824942
-3.649617,2.2855253
0.6504448,-5.1932745
4.280028,7.3717327
0.7089897,-6.941159
-2.6922405,-2.1763318
3.1938107,-5.002395
3.728671,-3.8046138
-3.3187058,-6.9166517
-0.8604233,4.0439796
0.46367204,4.8951
-5.3350115,3.086002
0.25598392,-4.511815
-5.0486064,3.2868192
-5.6168256,1.5059085
1.6369447,4.959438
1.6264534,5.2508016
-5.64754,-3.6549728
-0.028737338,3.2648458
-3.0271618,0.47173008
4.0955176,0.8345759
4.0575643,6.3472967
5.7901907,0.9030262
0.38719213,3.3655496
-4.760962,-3.3752015
-6.6141977,0.19581044
0.45286712,-2.086734
-6.2112594,-5.171848
0.7516317,-2.9488885
0.27445474,-2.604756
3.8332036,1.0181757
-6.4439692,-2.925709
-3.694661,0.92320764
-2.382954,4.555795
0.4708998,0.110198356
-2.7673726,5.403927
-1.9022974,7.9638157
4.054486,-6.5062866
-0.15194991,6.585319
-4.0303445,-1.6326953
-4.584392,2.3601418
4.8154244,4.741477
-2.3317466,-3.7164154
-2.4230397,-5.8141813
-6.681077,-3.2518146
-5.7560887,-4.4734745
2.2395825,-1.9274794
2.7892435,-6.1059227
3.0698597,-4.78585
-4.940788,-3.2854137
5.1250467,0.9632238
5.4975195,-1.6697277
6.31887,-2.2837467
0.033404764,3.3329184
-1.4165046,7.2285337
-1.2101138,1.4300971
5.5915694,-0.3246693
1.963194,-2.8237288
-0.9366582,8.275982
3.625975,-2.4500575
-0.9658333,6.619044
-2.8630824,0.54791075
0.21450032,3.760358
-2.7316582,7.4892
5.2292185,4.708717
-6.514707,-3.845122
-0.13153991,-3.7009258
-4.0690584,0.2913027
-4.4727864,-0.67682767
2.4966102,-2.5153675
-5.360552,1.6719198
-3.3057022,2.1992903
0.18938524,3.3096027
1.1668109,1.0017458
-4.3159957,-3.4100244
1.7270706,-2.102544
-0.519455,1.5914613
-1.9177357,8.219358
0.35291657,-0.07081662
-7.1626825,-1.8081064
-2.7361984,7.101448
-1.9284548,0.8134457
-1.1126496,3.8003087
0.10359975,-6.83624
0.11813544,1.0781168
1.390157,0.042026322
3.6691344,5.9761996
4.840276,-4.8697877
0.8390221,-1.7473193
1.3186703,3.1930373
2.6601949,-2.2819128
4.9874606,0.1461802
-3.8243124,-1.0553106
-1.3587532,-3.7308254
0.105480455,7.840058
-3.0838916,0.49140325
-1.8413066,-0.098318785
-1.567597,-2.5770605
-6.879434,-2.6187797
-3.2879152,0.80893135
1.6930196,3.0471485
5.407509,-4.058218
0.32349253,-1.8326527
-2.5967402,0.61957335
3.1398282,5.9973555
5.4253097,-4.8384566
0.11145836,-4.578752
-1.5013268,6.589302
-2.7173104,-4.5423045
2.3046196,-6.55253
-3.9168894,1.8731785
0.9593603,6.747678
5.240833,-4.1073117
4.589334,-3.967101
-4.5882387,2.9690273
-6.1844597,-2.6673806
0.3706831,-2.3321812
-4.072451,3.0101798
3.2930286,-6.8853216
2.2007022,-6.5518193
2.2002163,-2.5002651
3.2532284,-4.6703033
-3.447757,-2.1410255
0.7053771,-1.2503425
1.8281233,4.9520984
0.16633618,5.610422
2.6655455,-5.2919297
-1.3519522,4.4259133
2.1366189,-5.872273
3.6901996,7.153784
0.10615874,3.811619
-2.9796853,-1.503621
5.2969265,4.305706
-3.368251,-1.2531042
-5.6564403,-0.36892366
5.6542516,0.3420811
0.80990744,6.7641754
-2.3340137,-5.5363545
0.27351296,6.166038
2.6510062,-2.097778
-2.382184,-4.394462
-1.651803,-4.687991
-6.0851665,-2.3848457
-6.844489,-2.8898575
3.677742,-2.3731341
-2.4388168,4.2113585
0.21568346,-5.847817
4.2852335,-4.165323
3.6237571,-0.5683273
-6.939612,-3.4846911
-2.0123875,-1.6434604
-4.227902,-5.539951
-2.0867755,-6.2640467
1.0552171,-5.8913984
3.0170858,-3.1016371
2.1094408,6.8250403
5.1157517,-3.1709461
-6.9287257,-3.198733
1.0783116,0.13061315
-5.0164847,2.7628226
-4.772719,2.6990454
-0.84273624,3.9436088
-5.3323116,-5.026393
5.8027697,0.48070142
-0.81622344,6.7446666
3.256172,-6.1527224
-5.0109296,-1.1339253
-4.941708,-1.1766669
-4.7104325,-0.8852645
0.48386204,-3.9995985
-2.0432382,-5.182737
-5.572272,2.442937
1.4982071,7.19263
0.47268432,-4.760976
0.6073173,7.050543
-4.2257605,-1.6475267
3.448626,-1.8837079
4.7265387,-4.396048
3.1036649,-4.4101057
-1.1435177,-4.8994393
-0.27539974,3.0721073
1.630228,7.606381
-0.4887403,0.37082607
-1.6804886,0.19240414
1.056378,-2.4677632
3.039998,6.0920086
-3.4953187,-0.9808103
1.0503213,-2.715284
-5.47923,-4.917991
0.32136592,3.6892684
-0.43396544,0.9142564
2.8007593,-4.435805
-2.6714647,1.1950535
-1.6367499,1.7274317
-4.426537,-1.1123211
-2.5433426,-5.5313935
-4.26587,1.674904
0.5400943,3.92419
-5.2192817,1.2966989
0.85789424,6.489819
-4.0657835,-1.1524848
-1.2895805,-1.7422245
-5.635315,-4.767051
-5.777214,-1.7545884
3.2468057,-6.0806403
-4.2020364,-2.7788646
2.2518685,-5.983632
-2.4560905,-4.126709
-2.8787935,-6.071439
-5.57231,-2.6933765
-2.4990973,2.3595533
-2.1307745,7.4497976
-2.0104463,6.896271
4.278346,-6.816755
-4.466378,-1.0776976
4.5877414,-5.6265287
-6.7542934,-2.8453658
0.5710341,1.0767483
2.9559686,3.5095022
-5.727562,-3.1688666
1.156719,2.796076
-2.987291,-5.0797105
5.0565853,-3.153913
0.3994197,-1.7609771
1.5612965,4.830703
-5.8481016,-3.0183089
2.5819085,-2.5485542
-3.34497,-2.2280045
-1.1648835,-4.7791986
5.204076,4.2704225
-3.749875,-1.157518
0.28038427,3.2997656
1.3470136,3.07954
3.8939834,7.236154
2.5415282,-2.3608801
-4.9380097,-4.8237257
-1.0492921,3.4361522
1.8052042,-2.2416186
5.587913,1.1400086
0.34387216,6.410919
-2.6114602,7.5824847
-1.5623686,5.6956687
-1.4963733,-5.8485475
-2.9721985,6.049909
-1.3920046,7.326039
4.2679067,-0.29508153
3.3841484,0.13847524
4.3347287,-6.1199183
-1.7707927,-5.6384864
-3.8024473,-1.8754758
-0.5561692,-6.926694
-3.64062,-4.7784123
5.6804056,0.31833538
-1.2845534,7.0115542
-2.0411117,3.6052668
0.1434183,0.43863612
-6.845569,-1.9520631
4.585346,6.7992682
2.7688088,-4.0090446
-1.5806869,1.6919645
4.2635617,5.4370704
4.6901345,4.311532
-1.9281399,0.7627519
2.0350318,-2.0642364
5.6818657,-0.6798083
-1.5194786,-2.2316074
-1.6032302,1.1771017
0.707567,1.3268253
0.5555099,0.2192266
0.8686475,-1.9568186
-1.7057807,8.132772
3.025797,5.705066
0.2394184,-5.014684
1.5515635,1.1739502
0.7621466,3.3614085
2.2284987,-5.6685033
2.5242057,0.11540284
-5.3290915,-2.2672067
-5.0106354,-1.5961217
-0.086110055,5.02389
-1.2019827,-1.6558541
-4.2415967,0.7534675
-1.7960848,-3.6532085
4.0029254,4.670132
-1.7363728,-2.492394
-4.5360646,-5.504129
-2.909339,-0.65831006
2.4898105,-6.906417
4.6328745,-0.18876642
-5.212815,-1.3235582
4.048271,4.676113
0.43040138,-4.4176736
3.5388331,3.355121
0.4830569,6.5276127
-2.0649133,-4.2609854
-5.9234395,-2.2929337
-2.4692051,5.561872
2.997094,-5.4999175
4.8009768,1.0559247
3.6766026,7.165624
2.1351333,-2.8301551
-3.6503026,-3.650196
5.747821,0.8228302
-2.5065138,-1.8504567
0.5850207,3.4206398
-5.2005067,-4.6852684
-3.7303524,-4.314541
-3.5459332,-4.1572957
4.1937895,7.200522
3.7286494,-0.32194877
-2.5293224,4.303067
0.6741748,7.9538913
-1.485962,0.17644979
-4.4488926,-5.412123
-4.4298487,2.2165508
-5.5036163,0.15050569
3.4458778,3.0609388
5.160659,-5.6531897
0.7192858,0.99683446
0.3421293,-6.9516315
-2.232302,3.816239
0.97150207,-2.491863
-2.9950588,5.6617575
-4.3120804,1.7049536
-3.8299744,-4.285212
-4.574262,-1.0835333
-2.3916433,7.7296534
3.3077812,3.0228436
4.011611,3.1519032
1.2197447,5.4818645
-5.0503945,1.0571907
1.0402545,0.5351272
-5.885904,-4.6476645
2.769922,-1.967245
4.9842453,-0.62472385
0.21759798,-1.7064905
-2.08433,3.7226455
-4.4999895,0.45736134
3.9082663,0.6886406
1.1740061,-5.5843835
-3.0168483,-1.5027755
3.4762332,0.6006469
4.1453776,3.9178376
5.055985,0.83293575
0.105615005,-5.7175655
0.1601293,-4.413962
2.9976559,-2.636663
4.582382,0.87620866
-1.5844412,2.0322914
-4.066525,-0.81672955
-1.4268013,-2.089129
-1.1671882,-6.3298373
3.730847,-4.123938
-2.4080422,-4.15389
-1.77074,3.8855202
4.527079,5.6981845
-3.5274792,0.9646991
-4.1832094,-1.5486774
-3.8484533,2.1745474
0.2331596,0.15140471
-4.3982263,-5.821597
2.2148902,-1.0417534
1.404742,7.2641706
-1.7127662,-2.5610566
-4.312882,-1.3062619
2.7671807,-2.9289775
5.819394,-0.51385117
0.16180985,6.8087797
5.4534926,1.0368125
-2.6766286,-2.449816
3.2342129,-2.2989278
0.6611123,6.102081
-1.6843568,1.5537997
-1.7926079,-0.83129185
2.3720875,-2.9018567
-6.321682,-2.3681438
3.2491357,-6.3132772
-2.895304,-1.3094176
-4.6823344,-1.4305209
3.5001295,-2.2197502
-6.181749,-3.1808732
-1.6713116,4.140792
2.7621694,-3.0569963
-3.526298,-2.1876414
0.4710531,3.7175443
-5.1121697,-3.6186523
-1.0230312,-1.2463511
-5.0049396,-5.6714077
-0.60104835,-0.27321738
3.6193357,-2.2840312
0.15788914,-5.0976624
-1.839905,7.09444
3.3995829,-1.7102264
-4.7584214,2.7281926
3.004814,5.6268077
-1.7268579,-0.049621675
-5.4557524,1.5372351
-0.925602,4.336616
1.0116837,7.2486897
2.4981487,-4.6764164
0.047224443,7.1105475
3.6477768,4.789792
-1.0603092,-4.7514014
-6.5686474,-4.046285
0.5308093,-3.7693388
-1.3152506,-4.632021
-2.4135695,3.7806478
-1.8991789,-1.8445573
0.3524007,-0.92307174
4.6398897,-4.2504206
-1.013062,-4.0682335
-3.2872214,-2.106186
-3.6319802,0.88940907
1.7742354,0.06908474
-5.8633757,-0.5659422
2.357639,-5.154804
-4.1067896,-3.3704047
-1.6987375,-1.7058233
3.9669218,-2.0945299
-5.7571964,-2.0438335
1.321443,-0.8557818
-1.7516965,-5.024865
-0.9224927,-0.23672785
-6.919808,-4.618646
4.3435435,4.862731
5.02983,-5.131437
0.40086445,7.833232
3.4490347,-2.821614
-4.67588,-4.93065
-6.9745054,-2.4665108
-1.4761924,-6.3932633
-5.37984,-5.647516
0.19239475,-4.547577
-0.059899483,3.4285057
2.8299625,-5.2505574
3.2255592,-6.87769
3.2091546,-0.3139631
3.4536872,-4.9254155
-3.7623644,0.8156152
-0.74605316,3.2935867
-2.841008,5.7904387
0.25323913,-5.819705
-4.1219006,-5.3657775
-4.125984,-4.7718234
3.843452,-6.268106
-2.0418396,0.64368695
0.48404995,-6.2314587
4.317507,-5.327223
-1.6317786,4.2387877
-5.544371,-3.735249
4.0629706,-3.9103386
4.0118613,5.46204
3.865935,7.2222624
1.8771614,-6.591361
2.4640517,-5.523263
-2.2122457,-4.348436
4.5415716,6.548547
-5.630567,-2.0511615
3.7209728,-4.9671736
1.6273533,-5.0541477
-1.9178185,-5.0859556
-3.6264582,-4.876935
-3.091842,-5.290475
-5.477224,2.8195271
1.1777929,-3.7925673
4.7643914,-5.145683
-2.7985532,6.0781393
1.7796293,-2.5000923
0.8441803,8.076648
5.265849,0.15684065
-0.165379,-4.8916254
-3.777727,-1.5085933
-2.1796186,-3.6907842
2.5343404,-5.5603023
1.6023244,2.890031
1.3383355,3.153073
4.9203844,-3.980166
-4.442736,-1.814715
0.37207726,-4.2124686
-4.7099957,-3.4059582
-1.4313222,-2.5835352
-1.4167387,3.8250043
-2.1410794,5.751291
0.114979744,5.063287
3.5147424,0.34770164
3.4976695,0.22798924
-5.933652,1.9245976
-0.8587004,-4.968102
-1.9058036,0.19670115
3.9094815,-4.8417115
2.2101038,6.3810654
5.236885,0.7442958
-1.5994569,0.11949475
-3.6852567,2.7525702
0.0081099225,-2.7524996
-6.1030164,-2.810846
0.4293178,-7.061368
-4.5148864,-0.9540807
-4.3966255,0.6806526
0.4212053,-4.2902646
3.7598007,6.8224044
5.218544,4.6652927
-1.3423641,0.14204888
-5.4452786,-0.12929957
2.7069938,-1.9571569
-4.1760416,-1.1265627
0.28998682,-5.4026203
-0.6581779,1.6250014
-4.736217,-0.823456
-1.7645891,7.971124
4.293764,-4.6392307
-5.083221,2.85396
-1.004304,3.2567542
4.0533137,4.8898206
2.0240011,-1.8863752
2.7347906,7.7101293
-5.0859537,-3.5597188
-0.7663164,1.4262664
1.0272411,-7.225194
1.9220183,-2.157924
1.639817,3.2673662
1.6471736,-0.3701189
4.3361473,4.413532
3.2213144,7.1300883
-6.599165,-4.891857
0.47459203,7.4783206
0.31699583,-4.753584
-3.621137,-1.4822651
-0.45934352,-4.575568
-6.3842683,-5.074738
-0.24358864,5.7066655
1.8861355,5.435795
1.6693308,5.127533
-1.6224618,-3.5644581
-4.156666,-5.418514
-3.3017993,1.7846417
-2.605422,6.802201
-4.930682,-0.45822015
-4.4898715,-2.9934547
3.734673,-1.8813937
-0.7748157,3.758081
3.0928855,4.6799755
-2.3637357,6.879799
0.9317041,3.47172
5.5677404,-5.209169
3.7058597,3.4462488
-4.2642756,-5.0784082
-4.397514,2.8824286
4.2395496,-5.9553614
2.4979327,-1.8173499
5.2460985,1.0129132
6.2875614,-0.06303934
-5.864737,-0.0082734525
3.8392162,3.1669178
-1.558423,5.726624
2.3763268,6.308044
0.020511402,5.1510024
-2.7959874,6.969614
2.8844993,-2.084702
0.010809607,6.6717477
-4.30744,0.7419853
-5.3058214,-5.8197985
1.150426,-0.7872349
-1.1119409,6.780266
3.75949,6.390764
2.497821,7.551851
5.3144503,4.685414
1.0235796,0.28315437
-4.186087,-1.6770571
1.5222332,1.1480198
1.9294623,-6.878816
-2.1607635,-2.2052934
3.0820866,3.1029043
4.0711865,4.4413476
1.6855428,-1.2509925
2.0300145,-1.7799687
-3.8325305,0.79426366
-3.3782473,0.8771597
1.3815854,2.8931634
-1.7842462,-4.22454
4.2909656,6.4499693
-4.509969,-0.86958605
1.7701361,5.3587704
-3.306492,1.229947
-4.1210814,-3.9564478
-5.2087317,-4.3445234
2.3342702,-2.8959644
-1.0713224,-1.4817603
0.12890938,-6.8623695
-1.9850638,-6.633038
4.3986588,-5.5432878
2.4563556,4.817532
5.7246647,-0.64335114
-1.4133103,-4.1472044
5.6308866,-2.1510453
0.6192501,8.084179
-3.494741,0.9637766
1.1158441,-6.1705365
0.03860931,-3.0123594
-2.4753957,7.6634436
-5.0301533,3.246176
-6.3392434,-4.6062455
2.4540875,6.355584
1.9287256,-5.410834
-1.9318913,0.07640082
-1.4577509,6.9137874
-2.1526852,4.191949
1.4625546,3.4399076
4.243904,-3.7333312
-2.5781639,5.9003196
-4.267384,2.5528345
5.752115,-4.677487
5.681775,-0.30625325
3.6339664,-4.0807786
-6.8566236,-1.9665405
-7.1198826,-2.2858706
1.3537229,2.7268507
-1.5925673,1.7574767
5.2787075,5.9507008
-1.4184197,3.5620744
-2.5262094,6.717511
0.12002821,-4.1078644
-2.1040022,-2.400832
-2.2964442,5.544397
-2.272627,3.8633347
4.649237,-4.153214
-5.0738087,-1.2990103
-4.294231,-1.1042156
5.3391213,0.7823662
3.7178712,6.7210793
5.2701325,-0.50188893
-1.4886543,0.84876406
-4.7185154,3.144733
3.2291229,5.4377894
-2.1044,4.8783054
-1.3041656,0.02128501
-3.8758693,-2.0162196
-0.81075466,3.2839375
2.5113933,6.7386007
2.1008618,-1.4424998
-6.022769,-0.8131364
-5.340342,-4.8621025
-3.2626822,-1.2210318
-2.0777025,6.6766706
-3.0363045,6.425698
-3.7361453,-1.5952216
-5.460679,-3.7767959
-0.028597109,5.737946
0.1274612,0.6623504
2.1629083,-2.4688451
-2.996834,2.0841184
5.45475,-1.7781552
-1.6503717,-4.503821
3.415864,-3.963313
4.1483364,6.0578794
5.70535,0.6995899
0.11079663,-4.297015
2.505677,2.9037673
1.6284969,-2.7255979
0.3947522,6.6306815
-0.18072046,-0.3829289
-0.7245866,7.8095393
2.5820415,-5.8882384
0.3768848,8.428146
4.195743,-3.5198548
-5.5467687,-3.4139717
-0.67409,7.5769763
3.130093,0.7413416
3.7131276,2.7047722
4.392184,-5.9080687
-6.367222,-5.016459
3.7749627,-4.4834013
-3.5096097,-1.4003863
-0.17986798,-4.4724193
-3.828669,-3.910235
0.8194971,1.4354558
-2.883895,0.45767307
2.054676,-6.529536
1.8035986,0.4758067
-1.4006423,0.3670656
-2.0158703,0.9953476
1.5396515,4.2291784
-2.1323092,-5.319684
-4.357517,-0.9238458
2.3269885,6.8016977
2.1158705,6.413454
-3.271353,1.6525574
-4.4649906,2.4652452
-0.14437264,-2.3764353
4.578372,-0.39175835
3.2845597,-6.971813
-5.961514,-2.5617123
-0.23047099,7.194398
0.38255927,3.7960389
-4.0776362,-3.8656604
-2.7458336,-6.1494436
-6.225998,-2.800413
5.8054905,0.039872237
4.006076,5.865147
0.55686677,5.6018496
4.213298,-6.091556
-0.13182405,3.5098972
-3.057303,-1.0668399
3.5784833,-3.999158
2.0302305,3.7312467
4.3856406,-3.7846541
-1.0178983,-1.8926942
-2.8383384,-2.2616353
2.3256803,-7.3115177
6.079778,0.5718567
3.3462546,-2.0657718
5.444091,0.31875014
-3.5359359,2.1330261
-6.804964,-2.4432697
4.7217016,4.2892365
-1.1883044,-4.1377563
3.0875592,-2.5095966
0.11971603,-1.852361
3.0513492,0.70651126
2.530672,7.6291256
2.9914906,2.8051817
-2.0198493,0.43884146
1.1346228,6.923
3.8636432,7.292085
0.42931598,-6.2460756
-1.6196314,3.5566106
4.742029,-6.3221803
-0.9499383,6.625985
4.546005,-3.7096293
-3.0542212,1.9159261
-2.1184802,-5.725056
3.8499434,-3.9525387
-6.1500807,-2.201361
-1.8388255,3.9027314
0.25116894,6.392541
1.2900864,-3.3344865
1.4920825,-2.038569
-2.8526363,-4.7966337
1.8490053,7.465662
-2.4643676,-5.4098005
3.1463325,-5.770821
-6.059702,-1.619443
3.809625,-6.4454203
1.4790938,-2.6540177
4.904495,1.192839
5.3409758,4.709543
2.9428182,-4.75124
-2.8806686,5.828278
1.0162909,7.364971
3.447146,-0.2945761
3.0235257,0.160497
-4.833916,-1.8722992
6.3272133,0.14256692
4.315283,4.7654676
6.284552,-0.18866667
-3.128485,0.64244074
1.2261072,0.17195939
-2.983095,1.4577961
-1.3075101,-5.1571407
1.1017939,3.1957877
-0.07930877,-5.698596
-1.8498677,-2.5577762
1.9149234,6.8004394
-1.2486988,-6.1392684
0.01105563,-5.7119994
5.3514743,0.02116137
-0.986047,-4.1230226
-1.8734833,-3.448655
3.6004102,2.724162
-1.4810466,-4.0279093
4.675492,0.8439869
2.2652771,-1.872579
-6.2328944,-4.9113445
-0.31068137,1.4441707
5.7985325,0.6237267
-1.4549311,3.804455
-2.2486901,0.45588866
4.806356,-5.1275773
1.133858,7.956512
-2.595077,-4.942645
-3.1817293,5.754217
1.7702742,7.113949
-3.0754025,-0.75907356
-2.1319869,5.5975595
4.147394,2.7225277
1.9235388,-2.3884237
2.3163142,-2.7172074
-4.8428855,-0.65558565
-4.116961,1.8190585
-5.615747,-3.745179
0.76094824,-0.5512492
2.949554,-2.793528
1.3923157,6.384439
3.4077225,5.531865
3.8560934,-2.5645487
3.0990903,5.372906
0.66389734,-0.15205556
-3.4732678,-1.3831568
2.6342924,3.3872645
1.3269948,-5.8533015
2.0098417,-2.2237923
-2.0191848,-4.6617494
1.3873812,5.4875565
3.163696,0.099783726
1.2626804,5.124031
3.2731967,2.9340665
5.4928455,0.51367885
